chr1	0	50000	429	0.76254
chr1	50000	100000	162	1.0
chr1	100000	150000	366	1.0
chr1	150000	200000	582	1.0
chr1	200000	250000	70	0.0422
chr1	250000	300000	88	0.08402000000000001
chr1	300000	350000	26	0.00606
chr1	350000	400000	106	0.1013
chr1	400000	450000	117	0.04068
chr1	450000	500000	354	0.4484
chr1	500000	550000	340	0.3013
chr1	550000	600000	50	0.00806
chr1	600000	650000	184	0.07874
chr1	650000	700000	45	0.03556
chr1	700000	750000	500	0.63098
chr1	750000	800000	318	0.36832
chr1	800000	850000	95	0.52956
chr1	850000	900000	180	0.34774
chr1	900000	950000	251	0.65096
chr1	950000	1000000	240	0.6371
chr1	1000000	1050000	177	0.65962
chr1	1050000	1100000	194	0.71414
chr1	1100000	1150000	262	0.46753999999999996
chr1	1150000	1200000	1090	0.52004
chr1	1200000	1250000	155	0.5952
chr1	1250000	1300000	265	0.9899399999999999
chr1	1300000	1350000	288	1.0
chr1	1350000	1400000	464	1.0
chr1	1400000	1450000	400	1.0
chr1	1450000	1500000	588	1.0
chr1	1500000	1550000	398	1.0
chr1	1550000	1600000	491	0.67396
chr1	1600000	1650000	351	0.9102600000000001
chr1	1650000	1700000	632	1.0
chr1	1700000	1750000	457	1.0
chr1	1750000	1800000	394	1.0
chr1	1800000	1850000	423	1.0
chr1	1850000	1900000	400	0.83154
chr1	1900000	1950000	293	0.30036
chr1	1950000	2000000	304	0.9358
chr1	2000000	2050000	285	1.0
chr1	2050000	2100000	324	1.0
chr1	2100000	2150000	242	1.0
chr1	2150000	2200000	281	1.0
chr1	2200000	2250000	228	0.72492
chr1	2250000	2300000	100	1.0
chr1	2300000	2350000	71	0.81944
chr1	2350000	2400000	169	0.9975
chr1	2400000	2450000	146	0.72326
chr1	2450000	2500000	70	1.0
chr1	2500000	2550000	183	0.50794
chr1	2550000	2600000	442	0.61908
chr1	2600000	2650000	135	0.7306199999999999
chr1	2650000	2700000	1	0.0005200000000000001
chr1	2700000	2750000	0	0.0
chr1	2750000	2800000	67	0.13334000000000001
chr1	2800000	2850000	37	0.0089
chr1	2850000	2900000	37	0.00548
chr1	2900000	2950000	23	0.4672
chr1	2950000	3000000	48	1.0
chr1	3000000	3050000	61	1.0
chr1	3050000	3100000	108	1.0
chr1	3100000	3150000	33	1.0
chr1	3150000	3200000	41	1.0
chr1	3200000	3250000	41	1.0
chr1	3250000	3300000	35	1.0
chr1	3300000	3350000	39	1.0
chr1	3350000	3400000	47	1.0
chr1	3400000	3450000	52	0.77682
chr1	3450000	3500000	79	0.7982199999999999
chr1	3500000	3550000	29	1.0
chr1	3550000	3600000	59	1.0
chr1	3600000	3650000	139	0.73332
chr1	3650000	3700000	104	1.0
chr1	3700000	3750000	261	1.0
chr1	3750000	3800000	213	1.0
chr1	3800000	3850000	297	1.0
chr1	3850000	3900000	394	1.0
chr1	3900000	3950000	142	1.0
chr1	3950000	4000000	105	1.0
chr1	4000000	4050000	85	1.0
chr1	4050000	4100000	105	0.9528399999999999
chr1	4100000	4150000	33	0.9370200000000001
chr1	4150000	4200000	77	0.02078
chr1	4200000	4250000	111	0.02622
chr1	4250000	4300000	45	0.01198
chr1	4300000	4350000	40	0.0081
chr1	4350000	4400000	27	0.61058
chr1	4400000	4450000	101	1.0
chr1	4450000	4500000	87	1.0
chr1	4500000	4550000	118	0.8599399999999999
chr1	4550000	4600000	62	0.01658
chr1	4600000	4650000	77	0.01898
chr1	4650000	4700000	59	0.9067200000000001
chr1	4700000	4750000	51	1.0
chr1	4750000	4800000	59	0.7924800000000001
chr1	4800000	4850000	33	0.012
chr1	4850000	4900000	118	0.0263
chr1	4900000	4950000	52	0.01236
chr1	4950000	5000000	73	0.01236
chr1	5000000	5050000	46	0.0129
chr1	5050000	5100000	64	0.0234
chr1	5100000	5150000	25	0.00796
chr1	5150000	5200000	55	0.01596
chr1	5200000	5250000	41	0.007679999999999999
chr1	5250000	5300000	110	0.012620000000000001
chr1	5300000	5350000	79	0.012740000000000001
chr1	5350000	5400000	29	0.004
chr1	5400000	5450000	47	0.00704
chr1	5450000	5500000	56	0.03848
chr1	5500000	5550000	61	0.01174
chr1	5550000	5600000	79	0.7665
chr1	5600000	5650000	50	1.0
chr1	5650000	5700000	86	0.37385999999999997
chr1	5700000	5750000	84	0.0992
chr1	5750000	5800000	111	0.07568
chr1	5800000	5850000	348	0.01086
chr1	5850000	5900000	132	0.7479600000000001
chr1	5900000	5950000	63	1.0
chr1	5950000	6000000	107	1.0
chr1	6000000	6050000	143	1.0
chr1	6050000	6100000	242	1.0
chr1	6100000	6150000	292	1.0
chr1	6150000	6200000	154	0.8999
chr1	6200000	6250000	383	0.7292
chr1	6250000	6300000	175	0.93414
chr1	6300000	6350000	303	1.0
chr1	6350000	6400000	513	1.0
chr1	6400000	6450000	359	1.0
chr1	6450000	6500000	326	1.0
chr1	6500000	6550000	495	1.0
chr1	6550000	6600000	490	1.0
chr1	6600000	6650000	548	1.0
chr1	6650000	6700000	326	1.0
chr1	6700000	6750000	453	1.0
chr1	6750000	6800000	322	1.0
chr1	6800000	6850000	137	1.0
chr1	6850000	6900000	87	1.0
chr1	6900000	6950000	120	1.0
chr1	6950000	7000000	125	1.0
chr1	7000000	7050000	68	1.0
chr1	7050000	7100000	72	1.0
chr1	7100000	7150000	104	1.0
chr1	7150000	7200000	152	1.0
chr1	7200000	7250000	131	1.0
chr1	7250000	7300000	59	1.0
chr1	7300000	7350000	65	1.0
chr1	7350000	7400000	114	1.0
chr1	7400000	7450000	81	1.0
chr1	7450000	7500000	28	1.0
chr1	7500000	7550000	64	1.0
chr1	7550000	7600000	54	1.0
chr1	7600000	7650000	159	1.0
chr1	7650000	7700000	124	1.0
chr1	7700000	7750000	187	1.0
chr1	7750000	7800000	202	0.91148
chr1	7800000	7850000	259	1.0
chr1	7850000	7900000	347	1.0
chr1	7900000	7950000	652	0.78036
chr1	7950000	8000000	446	0.97756
chr1	8000000	8050000	282	1.0
chr1	8050000	8100000	340	1.0
chr1	8100000	8150000	397	1.0
chr1	8150000	8200000	524	1.0
chr1	8200000	8250000	374	1.0
chr1	8250000	8300000	503	0.14124
chr1	8300000	8350000	339	0.4701
chr1	8350000	8400000	201	0.9520799999999999
chr1	8400000	8450000	231	1.0
chr1	8450000	8500000	226	1.0
chr1	8500000	8550000	330	1.0
chr1	8550000	8600000	218	1.0
chr1	8600000	8650000	178	1.0
chr1	8650000	8700000	276	1.0
chr1	8700000	8750000	156	1.0
chr1	8750000	8800000	388	1.0
chr1	8800000	8850000	326	0.40448
chr1	8850000	8900000	373	0.84496
chr1	8900000	8950000	415	1.0
chr1	8950000	9000000	363	1.0
chr1	9000000	9050000	278	1.0
chr1	9050000	9100000	253	1.0
chr1	9100000	9150000	481	0.96878
chr1	9150000	9200000	813	0.69944
chr1	9200000	9250000	315	0.3893
chr1	9250000	9300000	269	0.5848800000000001
chr1	9300000	9350000	186	1.0
chr1	9350000	9400000	269	0.43112
chr1	9400000	9450000	308	0.11214
chr1	9450000	9500000	392	0.32404
chr1	9500000	9550000	453	1.0
chr1	9550000	9600000	255	1.0
chr1	9600000	9650000	390	1.0
chr1	9650000	9700000	345	1.0
chr1	9700000	9750000	412	1.0
chr1	9750000	9800000	452	1.0
chr1	9800000	9850000	457	1.0
chr1	9850000	9900000	308	1.0
chr1	9900000	9950000	411	0.9405600000000001
chr1	9950000	10000000	549	0.9106200000000001
chr1	10000000	10050000	564	0.77694
chr1	10050000	10100000	301	1.0
chr1	10100000	10150000	391	1.0
chr1	10150000	10200000	455	0.66176
chr1	10200000	10250000	432	0.8220799999999999
chr1	10250000	10300000	338	1.0
chr1	10300000	10350000	342	1.0
chr1	10350000	10400000	541	0.8856200000000001
chr1	10400000	10450000	520	0.8264799999999999
chr1	10450000	10500000	445	0.89402
chr1	10500000	10550000	199	1.0
chr1	10550000	10600000	292	1.0
chr1	10600000	10650000	187	0.8831200000000001
chr1	10650000	10700000	29	1.0
chr1	10700000	10750000	79	1.0
chr1	10750000	10800000	62	0.933
chr1	10800000	10850000	172	0.10496
chr1	10850000	10900000	213	0.8126399999999999
chr1	10900000	10950000	203	1.0
chr1	10950000	11000000	479	1.0
chr1	11000000	11050000	475	1.0
chr1	11050000	11100000	340	1.0
chr1	11100000	11150000	350	1.0
chr1	11150000	11200000	281	1.0
chr1	11200000	11250000	502	1.0
chr1	11250000	11300000	477	0.80476
